#20  6723632  27.46600
#40  3834016  39.78200
#60  2660876  28.02600
#80  2064540  20.07000
#120  1473956  30.80400
#140  1317380  50.33600
#160  1216196  46.80800
#180  1092200  48.00200
#200  1271400  36.71800
#220  1325140  33.32200
#240  1014332  41.64200
260  1119132  47.12000
300  782804  44.27400
320  779476  44.00200
340  914668  46.30600
360  1049108  48.52800
380  742112  43.58600
400  872224  45.54800
420  901700  46.00000
440  828356  44.81200
460  751812  43.52800
480  855020  45.26600
500  564808  40.45200
520  787172  44.11400
540  793652  44.44600
560  565756  40.42000
580  699748  42.72800
600  742136  43.43200
620  741752  43.38000
640  535040  40.13800
660  606200  41.29000
680  659132  42.29400
720  709736  42.78600
740  628168  41.39200
760  447304  38.49200
800  597272  41.02200
820  630608  41.48000
840  663512  42.07000
860  687776  42.41800
880  679536  42.54800
900  446576  38.54200
920  435088  38.30000
940  486800  39.11600
960  519800  39.71200
980  553340  40.43400
1000  586700  40.73800
1020  618620  41.36800
1040  647120  41.78200
1060  672200  42.20000
1080  696092  42.61400
1100  704028  42.72800
