#20  170.37168 39.775968
#40  112.57936 28.217504
#60  89.11656  23.524944
#80  77.18984  21.1396
#100 70.2028 19.742192
#120 65.37816  18.777264
#140 62.24664  18.15096
#160 60.22296  17.746224
#180 57.74304  17.25024
#200 61.32704  17.96704
#220 62.40184  18.182
#240 56.18568  16.938768
260 58.28168  17.357968
280 52.67072  16.235776
300 51.55512  16.012656
320 51.48856  15.999344
340 54.1924 16.540112
360 56.8812 17.077872
380 50.74128  15.849888
400 53.34352  16.370336
420 53.93304  16.48824
440 52.46616  16.194864
460 50.93528  15.888688
480 52.99944  16.30152
500 47.1952 15.140672
520 51.64248  16.030128
540 51.77208  16.056048
560 47.21416  15.144464
580 49.894  15.680432
600 50.74176  15.849984
620 50.73408  15.848448
640 46.59984  15.0216
660 48.02304  15.30624
680 49.08168  15.517968
700 49.78896  15.659424
720 50.09376  15.720384
740 48.4624 15.394112
760 44.84512  14.670656
780 47.03952  15.109536
800 47.84448  15.270528
820 48.5112 15.403872
840 49.16928  15.535488
860 49.65456  15.632544
880 49.48976  15.599584
900 44.83056  14.667744
920 44.6008 14.621792
940 45.63504  14.82864
960 46.29504  14.96064
980 46.96584  15.0948
1000  47.63304  15.22824
1020  48.27144  15.35592
1040  48.84144  15.46992
1060  49.34304  15.57024
1080  49.82088  15.665808
1100  49.9724 15.696112
