#20  6723632  21.08600
#40  3834016  29.85000
#60  2660876  21.13200
#80  2064540  15.67800
#100  1715188  14.59600
#120  1473956  23.73400
#140  1317380  38.14000
#160  1216196  35.45000
#180  1092200  36.22200
#200  1271400  27.62400
#220  1325140  25.32600
#240  1014332  31.30000
260  1119132  35.52000
280  838584  33.78400
320  779476  33.10600
340  914668  34.90000
360  1049108  36.65400
380  742112  32.62400
400  872224  34.23000
420  901700  34.55200
440  828356  33.63200
460  751812  32.75800
480  855020  34.00200
500  564808  30.83400
520  787172  33.08000
540  793652  33.33200
560  565756  30.52800
580  699748  32.08000
600  742136  32.69200
620  741752  32.78000
660  606200  31.27400
680  659132  31.68400
700  694496  32.07400
720  709736  32.28600
740  628168  31.19400
760  447304  29.41400
780  557024  30.37000
800  597272  30.98400
820  630608  31.30600
840  663512  31.78800
860  687776  32.27200
880  679536  31.91400
900  446576  28.96600
920  435088  28.96000
940  486800  29.80000
960  519800  29.79800
1000  586700  30.72800
1020  618620  31.14200
1040  647120  31.41600
1060  672200  31.84800
1080  696092  32.12200
1100  704028  32.20000
